Date,Open,High,Low,Close,Adj Close,Volume
2014-10-01,387.427002,411.697998,289.295990,338.321014,338.321014,902994450
2014-11-01,338.649994,457.092987,320.626007,378.046997,378.046997,659733360
2014-12-01,378.248993,384.037994,304.231995,320.192993,320.192993,553102310
2015-01-01,320.434998,320.434998,171.509995,217.464005,217.464005,1098811912
2015-02-01,216.867004,265.610992,212.014999,254.263000,254.263000,711518700
2015-03-01,254.283005,300.044006,236.514999,244.223999,244.223999,959098300
2015-04-01,244.223007,261.798004,214.873993,236.145004,236.145004,672338700
2015-05-01,235.938995,247.804001,228.572998,230.190002,230.190002,568122600
